shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel
麦克的二手原装iPhone,4399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro准新<span class=H>13</span>promax原装<span class=H>13</span>PM电池100%全网通5G,723389792857,31,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
奇迹数码严选,8198.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行正品双卡5G全网通手机顺丰现货,759440228346,9,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
易购通讯数码城,3048.0,Apple/苹果<span class=H>13</span> pro国行手机现货<span class=H>13</span>promax双卡双待5G全网通分期免息,753427796883,2,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
有爱数码,2730.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>苹果<span class=H>13</span>双卡5G全网通双卡5G现货苹果手机充新,756944472666,22,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
小兔数码科技,3720.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax全网通5G手机分期免息,766808295964,600,上海,0,0,1,0,0,A15,1200,20,,1,1200
平安数码,2920.0,<span class=H>13</span>年老店 Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>正品现货<span class=H>13</span>ProMax苹果手机5G mini,698205158919,20,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
果粉优品,4099.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro 苹果<span class=H>13</span>promax <span class=H>13</span>mini国行手机全国联保,758620367571,8,广东 深圳,1,0,1,1,0,A15,1200,20,,1,1200
弘茗通讯,2899.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span> Pro Max 国行正品双卡5G全网通手机,776471327997,42,广东 深圳,0,1,1,0,0,A15 仿生芯片,1200,20,,1,1200
星辉优选数码,2938.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span> 原装正品国行双卡全网通苹果5G手机,774383974428,5,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
四块五数码店,4068.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max原装正品全网通5G现货速发12ProMax,762708944111,18,广东 广州,0,1,1,0,0,A15,1200,20,,1,1200
德元数码,4300.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax新款全网通5G手机正品,775041938223,100,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
鑫龙电通,3700.0,花呗分期Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>双卡5G手机苹果<span class=H>13</span>绿色原封正,656683619135,3,河南 郑州,1,0,1,0,0,A15,1200,20,,1,1200
杭州百脑汇宏泰数码实体店,3790.0,Apple/苹果<span class=H>iPhone</span> <span class=H>13</span>支持移动联通电信5G双卡双待国行苹果<span class=H>13</span>手机,655463452902,3,浙江 杭州,0,0,1,0,0,A15,1200,20,,1,1200
浙江苹果源销售服务中心,3689.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 新款2021年原封未激活国行三网通 现货即发,655805002009,34,浙江 杭州,0,0,1,0,0,A15,1200,20,,1,1200
新纪元数码,4048.0,赠屏险分期免息Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行正品双卡5G手机,757705266581,26,广东 深圳,1,0,1,0,0,A15,1200,20,,1,1200
麦克的二手原装iPhone,3699.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro 6.1英寸全网通5G正品高刷原装支持验机,722698225087,37,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
武汉洋帆科技,3799.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 双卡5G 苹果<span class=H>13</span> 国行全新正品 武汉闪送,768682415465,3,湖北 武汉,0,1,1,0,1,A15,,20,,1,0
梵希数码,3000.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 全新正品苹果<span class=H>13</span>Pro原装 十三分期,744668076824,9,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
熊猫优选数码,3002.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 原装正品<span class=H>13</span>pro 全网通5G 十三分期,744167377101,5,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
iPhone臻选,4000.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro官方国行正品<span class=H>13</span>promax全网通双卡手机林,776026917998,14,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
士多啤梨啤梨苹果橙,10.9,个性英文适用iphone15Promax手机壳15新款苹果14pro菲林二合一13小众1,772759219836,2,广东 东莞,0,0,0,0,0,,,0,,1,0
成都众合数码通讯,3449.0,成都闪送Apple/苹果iPhone 1,655304956429,14,四川 成都,0,0,1,0,1,A15,1200,20,,1,1200
成都众合数码通讯,4969.0,闪送Apple/苹果iPhone 13,655762501735,4,四川 成都,0,0,1,0,1,A15,1200,20,,1,1200
两只大熊猫数码,2410.0,两只大熊猫数码Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>原美港6.1寸5G全网通,718190859398,20,广东 深圳,1,1,1,0,1,A15,1200,20,,1,1200
iPhone严选,4000.0,现货Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro官方正品国行双卡<span class=H>13</span>promax官网手机,776253982771,8,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
香港优品数码通讯,3280.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>pro max国行双卡双待5G手机,776196707801,20,香港 香港岛,0,0,1,0,0,A15,1200,20,,1,1200
盼旺数码,3776.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro全网通5G正品苹果<span class=H>13</span>pm智能手机现货速发,739607047153,24,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
仰望数码店,2988.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>苹果<span class=H>13</span>promax全网通双卡5G手机<span class=H>iPhone</span><span class=H>13</span>pro,770521418364,9,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
皇家机行,3768.0,现货Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 全新原封国行正品苹果<span class=H>13</span>手机全国联保,655911005498,8,江苏 南京,1,0,1,0,0,A15,,20,,1,0
聚巢数码,2109.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max手机苹果<span class=H>13</span>Pro全网通5G手机苹果<span class=H>13</span>,766566658961,500,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
小兔数码科技,2620.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>Promax全网通双卡5G手机,775752809300,36,江西 赣州,0,0,1,0,0,A15,1200,20,,1,1200
乐祺数码 iPhone特惠店,3048.0,【分期免息】Apple/苹果<span class=H>iPhone</span><span class=H>13</span>国行全网通5G双卡苹果手机<span class=H>13</span>现货,735020351274,29,广东 广州,0,1,1,0,1,A15,1200,20,,1,1200
天天科技店,3100.0,分期免息Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 国行双卡双待5G正品<span class=H>13</span>ProMax手机,742939813691,6,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
e酷手机网10年诚信店铺,3765.0,新款Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>国行全新智能5G手机苹果<span class=H>13</span> 正品 未激活,655476868068,31,北京,1,1,1,0,0,A15,1200,20,,1,1200
优越数码,3888.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax国行双卡全网通5G手机,744502459329,15,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
鹏云数码通讯,2999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax <span class=H>13</span> pro 手机国行正品,755272589755,5,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
朝客电子 全球购十年商家,2310.0,【<span class=H>13</span>】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>mini原装<span class=H>13</span>Promax<span class=H>13</span>pm,657101778185,28,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
龙城科技优品,3799.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max原装正品全网通5G现货速发顺丰手机,773128228029,42,广东 广州,0,1,1,0,0,A15,1200,20,,1,1200
千度数码12,2445.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max手机分期免息正品全网通5G双卡双待,770770953054,36,广东 广州,0,1,1,0,1,A15,1200,20,,1,1200
百循优品,3699.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max全网通5G现货US版卡贴,760880792695,5,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
明天数码通讯,3599.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro国行原装正品双卡5G全网通一年质保,749932843609,8,广东 深圳,0,1,1,0,0,A15,4800,20,,1,4800
梵希数码,3000.0,原装正品Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max全新十三<span class=H>13</span>pro 分期免息,755543118079,15,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
久顺兴数码,2799.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro苹果<span class=H>13</span>promax双卡全网通5G苹果<span class=H>13</span>手机PM,775398053872,56,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
焱谷iPhone苹果数码商行,3189.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>国行双卡正品苹果<span class=H>13</span>promax苹果12手机全网通,754577521606,40,上海,0,1,1,0,0,A15,1200,20,,1,1200
嘉讯数码科技,2899.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax <span class=H>13</span> pro 手机国行正品,750919814145,17,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
小超数码科技,2350.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>国行双卡分期5G全球购US/qpe稳定,655931417638,23,山东 济宁,0,0,1,1,0,A15,1200,20,,1,1200
东洋倒爷家 专注苹果全球代购,3849.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>全系列国行旗舰双卡5G手机天津发顺丰Promax,655458600763,3,天津,0,1,1,1,1,A15,1200,20,,1,1200
新星优品通讯,2380.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 新款手机正品5G全网通 国行苹果<span class=H>13</span>免息分期,743761082969,10,浙江 温州,0,0,1,0,0,A15,1200,20,,1,1200
致远科技店,4390.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro 苹果<span class=H>13</span>ProMax 苹果<span class=H>13</span>promax正品手机,749721329063,100,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
麦克团百度年轻人创业店,3760.0,21新款Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> <span class=H>iPhone</span> 6.1寸 苹果 <span class=H>iPhone</span><span class=H>13</span> 正品,656290922001,8,北京,0,0,1,0,0,A15,2100,20,,1,2100
云端科技联创,3119.0,【免息现货】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>pro max新款正品5g手机,702400976738,2,广东 东莞,1,1,1,0,1,A15,1200,20,,1,1200
嘉嘉科技数码通讯行,3399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 苹果<span class=H>13</span>promax正品5G手机分期免息,742649190557,7,北京,0,1,1,0,1,A15,1200,20,,1,1200
嘉美科技数码,3399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax分期免息正品5G全网通,742432970898,9,上海,0,1,1,0,1,A15,1200,20,,1,1200
光明电讯,3380.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax全新正品全网通5G手机,770724222292,2,香港 九龙,0,1,1,0,0,A15,1200,20,,1,1200
海淘购优选数码,3210.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 苹果<span class=H>13</span>promax5G手机现货分期免息,774785474481,17,上海,0,1,1,0,0,A15,1200,20,,1,1200
香港优品数码通讯,3280.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax新款正品全网通5G手机,768243567221,23,香港 香港岛,0,0,1,0,1,A15,1200,20,,1,1200
神速手机 全球购商家,2480.0,【现货速发】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>pro max新款苹果5G手机,712144604589,3,广东 深圳,1,1,1,1,0,A15,1200,20,,1,1200
清月科技,2868.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span> Pro Max 国行双卡全网通手机,751961721198,9,广东 汕头,0,1,1,0,0,A15,1200,20,,1,1200
iphone数码仓,3105.0,分期免息Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 苹果<span class=H>13</span>pro新款苹果5G手机,757781504105,44,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
万淘宜购,3250.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 6.1寸 5.4寸 <span class=H>iPhone</span><span class=H>13</span> mini 国行原封新款,654987836345,5,四川 成都,0,0,1,0,1,A15,1200,20,,1,1200
苹果体验1号店,5400.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max  6.7寸苹果<span class=H>13</span>promax资源机,758714881571,1,广东 广州,1,1,1,0,0,A15,1200,20,,1,1200
苹果科技手机店,5000.0,【分期免息】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>苹果<span class=H>13</span> ProMax国行 双卡5G手机,727654439729,3,广东 广州,1,1,1,0,0,A15,1200,20,,1,1200
麦克的二手原装iPhone,4399.0,Apple/苹果 <span class=H>iPhone</span><span class=H>13</span>ProMax全网通5G原装正品支持高刷A15满血<span class=H>13</span>PM,723781563122,31,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
熊猫优选数码,3002.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro原装正品 全网通5G 苹果十三全新现货,739208449063,1,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
兰西雅数码,2109.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max手机<span class=H>iPhone</span><span class=H>13</span>全网通5G苹果<span class=H>13</span>Pro,776014240637,3,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
叮猫猫数码通讯,4048.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行双卡双待全网通正品旗舰5G手机,774299272157,7,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
尤尼数码店,3968.0,正品保障 苹果<span class=H>13</span>ProMax现货全网通Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max,775852353260,19,广东 广州,0,0,1,0,0,A15,1200,20,,1,1200
聚巢数码,2359.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max手机苹果<span class=H>13</span>Pro全网通5G手机苹果<span class=H>13</span>,776120401575,5,广东 深圳,1,1,1,0,0,A15,1200,20,,1,1200
士多啤梨啤梨苹果橙,10.9,个性英文适用iphone15Promax手机壳15新款苹果14pro菲林二合一13小众1,772759219836,2,广东 东莞,0,0,0,0,0,,,0,,1,0
成都众合数码通讯,3439.0,成都闪送Apple/苹果iPhone 1,655304956429,14,四川 成都,0,0,1,0,1,A15,1200,20,,1,1200
成都众合数码通讯,4959.0,闪送Apple/苹果iPhone 13,655762501735,4,四川 成都,0,0,1,0,1,A15,1200,20,,1,1200
7号数码店,3680.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro苹果<span class=H>13</span>promax国行全网5G手机,661969277972,1,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
嘉美科技数码,3399.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max苹果<span class=H>13</span>promax正品手机5G分期免息,740347083466,3,上海,0,1,1,0,1,A15,1200,20,,1,1200
晟尚数码,2350.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>手机全新苹果<span class=H>13</span>国行三网5G手机全球版卡贴机,739153487058,2,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
老朱数码,2259.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 全新款mini原装国行正品Pro双卡新款手机5G,665665648297,9,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
方易数码,3280.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> ProMax顺丰包邮正品5G全网通手机苹果<span class=H>13</span>pro,772783777467,19,江苏 苏州,0,1,1,0,0,A15,1200,20,,1,1200
星期五数码,4048.0,分期免息(送蓝牙耳机Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行双卡手机,757772775911,6,广东 深圳,1,0,1,0,0,A15,1200,20,,1,1200
亨达数码,4899.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max手机原装正品<span class=H>13</span>pro三网通5G未拆封,771975592266,0,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
蘑菇酱数码,2530.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 国行权益资源机US卡贴机激活花呗分期手机,656292026202,13,广东 深圳,1,0,0,1,0,A15,1200,20,,1,1200
淘亮机商城,9999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果手机6.1英寸国行正品 双卡双待5G手机,770936412841,100,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
手机老农民 15年老店,2790.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果5G手机全网通 苹果<span class=H>13</span> 国行双卡6.1英寸,729502476874,1,江苏 南京,0,0,1,0,0,A15,1200,18,,1,1200
炫和科技,3770.0,速发Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 国行5G正品手机原封<span class=H>iPhone</span><span class=H>13</span>手机<span class=H>13</span>,655462772275,3,陕西 西安,1,1,1,0,1,A15,1200,20,,1,1200
慕卿数码,4750.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行正品双卡5G全网通手机顺丰现货,759125518251,27,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
理想鸭数码,1805.0,【现货速发】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>手机苹果<span class=H>13</span>全网通5G,714702509208,4,广东 深圳,1,0,1,0,0,A15,1200,20,,1,1200
iPhone云选专区,2730.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>  国行正品双卡三网通5G 6.1寸手机原装正品,727438275752,9,广东 深圳,1,1,1,0,1,A15,1200,20,,1,1200
成都远航数码通讯,3548.0,【现货速发】Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 苹果<span class=H>13</span>国行版新款苹果手机,699072072533,4,四川 成都,0,0,1,0,0,A15,1200,20,,1,1200
巅峰数码园,2301.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行苹果<span class=H>13</span>pro全新原装正品手机,758305106141,300,广东 深圳,0,1,1,0,1,A15,1200,20,,1,1200
天工数码通讯店,4750.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max国行双卡双待5G全网通苹果<span class=H>13</span>全新机,759559361254,21,广东 深圳,0,1,1,0,0,A15,1200,20,,1,1200
信圆手机数码,5999.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span>,762935653737,18,北京,0,0,1,0,0,A15,1200,20,,1,1200
刘先生的手机铺,4255.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro原装6.1英寸全网通<span class=H>13</span>Promax闪送<span class=H>13</span>pro,655588800023,31,四川 成都,0,0,1,0,0,A15,1200,20,,1,1200
鸿盛科技Digital,3899.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro正品苹果十三手机<span class=H>13</span>promax现货5G全网通,746211610286,16,广东 深圳,1,1,1,1,1,A15,1200,20,,1,1200
奇迹数码严选,3198.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro国行正品全网通5G双卡智能手机顺丰包邮,759438328687,12,广东 深圳,0,0,1,0,0,A15,1200,20,,1,1200
苹 果 13 理瑆数码汇,2898.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> 5G苹果<span class=H>13</span>pro国行正品十三双卡<span class=H>13</span>ProMax手机,768588862071,23,广东 深圳,1,1,1,0,1,A15,1200,20,,1,1200
海淘购优选数码,3230.0,Apple/苹果 <span class=H>iPhone</span> <span class=H>13</span> Pro Max 苹果<span class=H>13</span>ProMax5G手机现货分期免息,733867706327,21,上海,0,1,1,0,0,A15,1200,20,,1,1200
